Name	frame_num	pts_tracked	pts_added	loop_time	track_time	mgmt_time
Harris	540	50	0	33.0191	33.0088	0.004375
Harris	541	50	0	37.2768	37.2685	0.003458
Harris	542	50	0	37.626	37.6171	0.004583
Harris	543	50	0	37.7565	37.749	0.003208
Harris	544	50	0	36.42	36.4111	0.004375
Harris	545	50	0	36.3544	36.3458	0.003792
Harris	546	50	0	36.462	36.4529	0.004209
Harris	547	50	0	36.0167	36.007	0.004625
Harris	548	50	0	35.603	35.5947	0.003791
Harris	549	50	0	38.0638	38.0539	0.005334
Harris	550	50	0	35.6682	35.6596	0.004167
Harris	551	50	0	36.8255	36.8164	0.003917
Harris	552	50	0	37.2699	37.2614	0.004291
Harris	553	50	0	36.3893	36.3807	0.003833
Harris	554	50	0	36.3138	36.3057	0.003917
Harris	555	50	0	36.7196	36.7116	0.003667
Harris	556	50	0	36.6903	36.6805	0.004333
Harris	557	50	0	36.3853	36.3774	0.003583
Harris	558	50	0	36.8111	36.8028	0.004
Harris	559	50	0	36.5982	36.5897	0.004125
Harris	560	50	0	36.8018	36.7917	0.004792
